OTU	9s	15s	1s	8s	12s	2s	6s	10s	5s	13s	7s	11s	3s	14s	4s
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Planococcaceae;g__	1.4735570192888614e-05	3.2602494090797936e-05	0.0	1.6438446238061582e-05	6.839711364180432e-05	3.208885472146533e-05	1.3322497701869149e-05	0.0	1.3771259381670453e-05	3.027871557688523e-05	1.605136436597111e-05	0.0	0.0	1.7476406850751487e-05	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Planococcaceae;g__Lysinibacillus	0.0	0.0	0.0	0.0	0.0	2.0482247694552337e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Planococcaceae;g__Paenisporosarcina	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Planococcaceae;g__Rummeliibacillus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Planococcaceae;g__Sporosarcina	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Sporolactobacillaceae;g__Pullulanibacillus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Staphylococcaceae;g__Jeotgalicoccus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Staphylococcaceae;g__Salinicoccus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.6390755613833802e-05	0.0	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Staphylococcaceae;g__Staphylococcus	0.0001326201317359975	0.00024451870568098456	0.0002146048344616345	0.00036164581723735473	0.0003248862897985705	0.0002396422980262624	0.00023980495863364462	0.00022239519626376068	0.0002891964470150795	0.0002270903668266392	0.00016051364365971105	9.63159162051529e-05	0.00016390755613833797	0.0004369101712687871	0.0001695873374788016
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__[Thermicanaceae];g__Thermicanus	0.0	0.0	0.0	0.0	0.0	6.827415898184112e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Gemellales;f__;g__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3771259381670453e-05	0.0	1.605136436597111e-05	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Gemellales;f__Gemellaceae;g__	0.00017682684231466338	3.2602494090797936e-05	0.00037068107770645963	1.6438446238061582e-05	0.00022229061933586402	0.00011879703662840357	9.325748391308402e-05	0.0	5.5085037526681814e-05	4.5418073365327835e-05	4.815409309791333e-05	6.421061080343527e-05	0.0002294705785936732	0.00010485844110450892	7.537214999057848e-05
k__Bacteria;p__Firmicutes;c__Bacilli;o__Gemellales;f__Gemellaceae;g__Gemella	0.0	0.0	0.0	4.931533871418474e-05	0.0	4.0964495389104674e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.7476406850751487e-05	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__;g__	0.0	0.0	1.9509530405603142e-05	0.0	0.0	6.827415898184112e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.4952813701502974e-05	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Aerococcaceae;g__	0.0	0.0	0.0	0.0	0.0	4.779191128728879e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Aerococcaceae;g__Aerococcus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Aerococcaceae;g__Facklamia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Aerococcaceae;g__Granulicatella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Aerococcaceae;g__Lacticigenium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Carnobacteriaceae;g__	0.0	0.0	0.0	0.0	0.0	6.827415898184112e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Carnobacteriaceae;g__Carnobacterium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.7476406850751487e-05	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Carnobacteriaceae;g__Granulicatella	2.9471140385777228e-05	0.00021191621159018665	0.00013656671283922194	0.0	0.00013679422728360863	0.0002464697139244465	1.3322497701869149e-05	0.0	4.131377814501136e-05	6.055743115377046e-05	0.0	1.6052652700858813e-05	0.00027864284543517457	0.0013456833275078642	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Carnobacteriaceae;g__Trichococcus	0.0	0.0	0.0	0.0	0.0	6.827415898184112e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.6052652700858813e-05	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus	4.420671057866584e-05	8.150623522699487e-05	9.754765202801569e-05	0.00011506912366643102	0.00011969494887315757	9.148737303566711e-05	0.00011990247931682231	3.706586604396012e-05	9.639881567169316e-05	4.5418073365327835e-05	0.00020866773675762442	0.00016052652700858816	9.83445336830028e-05	0.001153442852149598	7.537214999057848e-05
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Vagococcus	0.0	8.150623522699487e-05	0.0	0.0	1.709927841045108e-05	4.164723697892309e-05	2.664499540373829e-05	3.706586604396012e-05	2.7542518763340914e-05	1.5139357788442615e-05	1.605136436597111e-05	3.2105305401717626e-05	0.0	0.001380636141209367	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__	0.0	0.0	0.0	0.0	0.0	6.827415898184112e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus	0.0006631006586799876	0.008655962181106855	0.001560762432448251	0.05086055266056252	0.0	0.000877322942916659	0.0007727048667084106	0.0007042514548352423	0.0005095365971218066	9.083614673065567e-05	0.001027287319422151	0.000353158359418894	0.00040976889034584487	0.0030408947920307584	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Pediococcus	0.0	3.2602494090797936e-05	3.9019060811206284e-05	0.0	0.0	6.1446743083657024e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Leuconostocaceae;g__	0.0	0.0	0.0	0.0	0.0	6.827415898184112e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Leuconostocaceae;g__Leuconostoc	0.0	0.0	0.0	0.0	0.0	1.9116764514915514e-05	1.3322497701869149e-05	0.0	1.3771259381670453e-05	0.0	0.0	1.6052652700858813e-05	3.2781511227667604e-05	0.0001223348479552604	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Leuconostocaceae;g__Weissella	1.4735570192888614e-05	0.0	0.0	0.0	0.0003077870113881194	3.6868045850194206e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__	0.0	0.0	0.0	0.0	0.0	1.3654831796368224e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.4952813701502974e-05	1.884303749764462e-05
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Lactococcus	0.0007662496500302079	1.6301247045398968e-05	0.004604249175722341	6.575378495224631e-05	5.1297835231353244e-05	0.0001481549249905953	3.996749310560744e-05	0.00016679639719782054	5.5085037526681814e-05	3.027871557688523e-05	8.025682182985554e-05	0.0024078979051288226	8.195377806916898e-05	0.0002446696959105208	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus	0.0035070657059074898	0.07224712690520821	0.03858985114228298	0.008087715549126297	0.0030436715570602924	0.004737543891749953	0.001851827180559812	0.004318173394121353	0.008400468222818976	0.0009991976140372126	0.0060995184590690215	0.06441929528854641	0.004753319128011802	0.00657112897588256	0.001036367062370454
k__Bacteria;p__Firmicutes;c__Bacilli;o__Turicibacterales;f__Turicibacteraceae;g__Turicibacter	0.0	0.0	0.0	6.575378495224631e-05	0.0	2.799240518255486e-05	0.0	0.0	1.3771259381670453e-05	0.0	0.0	0.0	0.0	0.0	1.884303749764462e-05
k__Bacteria;p__Firmicutes;c__Clostridia;o__;f__;g__	0.0	0.0	0.0	3.2876892476123164e-05	0.0	0.0	0.0	0.0	0.0	0.0	9.630818619582663e-05	0.0	0.0	6.990562740300595e-05	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__;g__	0.06076949147547257	0.10116553916374596	0.23157812591450944	0.045666003649335034	0.08558188844430778	0.06384043509756049	0.08093417353885522	0.0765410133807777	0.046147490187977744	0.10776194873813473	0.15041733547351518	0.11705594349466247	0.05194230454023927	0.029255505068157942	0.04614659883173161
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Christensenellaceae;g__	0.00017682684231466338	0.000570543646588964	0.0	0.00031233047852317	0.0	0.0006390461280700329	0.0012123472908700927	0.00025946106230772083	1.3771259381670453e-05	1.5139357788442615e-05	3.2102728731942213e-05	0.00017657917970944698	0.00040976889034584487	3.4952813701502974e-05	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Christensenellaceae;g__Christensenella	0.0	9.780748227239383e-05	0.0	0.0002136998010948005	0.0	0.0001986778026371577	2.664499540373829e-05	1.8532933021980055e-05	0.0	3.027871557688523e-05	3.2102728731942213e-05	0.0	0.00037698737911817735	1.7476406850751487e-05	0.00028264556246466934
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__	0.0030207918895421666	0.0034069606324883864	7.803812162241255e-05	0.16293787911166627	8.54963920522554e-05	0.04936699613499986	0.006328186408387842	0.0029096704844508692	0.0027680231357157608	0.0005298775225954915	0.006035313001605136	0.002777108917248576	0.0017374200950663829	0.0053303040894792045	0.0018843037497644625
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__02d06	2.9471140385777228e-05	0.0	0.0	1.6438446238061582e-05	0.0	6.827415898184112e-07	0.0	1.8532933021980055e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium	0.005805814655998115	0.00301573070339881	0.001814386327721092	0.005293179688655828	0.009387503847337641	0.0027596415060460173	0.0016786347104355125	0.005745209236813818	0.002327342835502307	0.010839780176524913	0.0072231139646869984	0.001974476282205634	0.0015079495164727096	0.016532680880810897	0.00028264556246466934
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__SMB53	0.0017682684231466335	0.0002608199527263836	0.0002536238952728408	0.02054805779757697	0.0	0.001170219084948757	0.0050758716244121435	0.0001853293302198006	0.004021207739447772	4.5418073365327835e-05	0.0007062600321027287	0.0008186852877437997	0.00021307982297983936	0.005557497378538972	0.00035801771245524776
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Sarcina	0.0	0.0	0.0	3.2876892476123164e-05	0.0	6.827415898184112e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Thermoanaerobacterium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Dehalobacteriaceae;g__Dehalobacterium	0.0	4.890374113619692e-05	0.0	3.2876892476123164e-05	0.0	0.0	0.00011990247931682231	0.0	0.0	0.0	0.0	6.421061080343527e-05	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__EtOH8;g__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Eubacteriaceae;g__Anaerofustis	1.4735570192888614e-05	3.2602494090797936e-05	5.852859121680941e-05	3.2876892476123164e-05	0.0	0.00018024377971206058	1.3322497701869149e-05	1.8532933021980055e-05	0.0	0.0	0.0	3.2105305401717626e-05	3.2781511227667604e-05	0.0	0.005445637836819295
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Eubacteriaceae;g__Pseudoramibacter_Eubacterium	0.0	0.0	0.0	1.6438446238061582e-05	0.0	5.46193271854729e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00015074429998115696
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__	0.09217099155651856	0.18514956394164156	0.1278849718087288	0.023885062383903432	0.15156800383023872	0.037784285063730584	0.10007860273644124	0.12038993291078272	0.0996626041451488	0.15651068081692002	0.1064847512038522	0.12527490167750202	0.18269136207179165	0.03940929744844453	0.10009421518748822
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Anaerostipes	0.00010314899135022032	0.0009617735756785393	9.754765202801569e-05	8.219223119030791e-05	0.00795116446085975	0.0	0.0007860273644102796	0.0025019459579673077	0.0012394133443503412	0.0014987964210558188	8.025682182985554e-05	0.0012039489525644109	9.834453368300278e-05	3.4952813701502974e-05	0.0026191822121726023
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Blautia	0.05340170637902829	0.06580813432227567	0.0672688608385197	0.0073973008071277074	0.11451386751479092	0.03935185975395364	0.05442240311213544	0.11551577152600186	0.05709564139640572	0.06544744371943742	0.049999999999999975	0.1676539048077692	0.17098836256351424	0.13226144704648726	0.07307329941586586
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Butyrivibrio	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.605136436597111e-05	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Catonella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Coprococcus	0.019996168751749827	0.03416741380715626	0.03640478373685545	0.0102247135600743	0.04461201737286687	0.012147338366049176	0.02807050265783828	0.012361466325660708	0.014693933760242375	0.031414167411018414	0.010690208667736754	0.037916365679428535	0.006457957711850515	0.008668297797972737	0.008196721311475412
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Dorea	0.009975981020585584	0.008036514793381693	0.017870729851532468	0.13433498265743918	0.005437570534523444	0.013549689591536192	0.005981801468139246	0.013973831498572968	0.005618673827721547	0.004693200914417211	0.014879614767255212	0.006051850068223774	0.0011145713817406985	0.0028661307235232428	0.005728283399283965
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Epulopiscium	1.4735570192888614e-05	0.0	0.0	0.00018082290861867737	0.0	2.730966359273645e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.990562740300595e-05	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Lachnobacterium	0.0004420671057866584	0.0006194473877251611	3.9019060811206284e-05	0.00032876892476123163	1.709927841045108e-05	0.022948993058566253	0.02713792781870745	0.000315059861373661	0.00031673896577842045	0.00013625422009598353	0.006308186195826645	0.0001926318324103058	0.00013112604491067042	5.242922055225445e-05	1.884303749764462e-05
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Lachnospira	0.03815039122938862	0.010302388132692152	0.0	0.0017753521937106504	0.02140829656988475	0.0011729500513080304	0.006474733883108404	0.002038622632417807	0.0014735247538387385	0.02043813301439753	0.0004815409309791332	0.03592583674452203	0.00013112604491067042	0.0002621461027612723	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Moryella	0.0	0.0	0.0	0.0	0.0	2.0482247694552337e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Oribacterium	0.0	0.0	3.9019060811206284e-05	0.0	1.709927841045108e-05	1.3654831796368224e-06	0.0	0.0	1.3771259381670453e-05	0.0	0.0	0.0	0.00013112604491067042	6.990562740300595e-05	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Pseudobutyrivibrio	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Roseburia	0.003742834828993709	0.0095525307686038	0.0005267573209512846	0.001167129682902372	0.023648302041653836	0.001004312878622883	0.004542971716337378	0.017828681567144827	0.0002891964470150795	0.032019741722556117	0.002086677367576244	0.0031302672766674697	0.0026225208982134074	0.002726319468717232	0.0014132278123233466
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Shuttleworthia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__[Ruminococcus]	0.005024829435775019	0.004988181595892085	0.03258091577735722	0.012986372528068644	0.002496494647925857	0.011288449446057612	0.002557919558758876	0.04162496756736722	0.00577015768091992	0.005268496510378032	0.02234349919743177	0.00979211814752388	0.03217505326995575	0.3362460678084586	0.024477105709440363
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptococcaceae;g__	0.0	0.00016301247045398973	0.0	0.0	0.0	0.0	0.00011990247931682231	0.00046332332554950144	0.0	0.00025736908240352446	1.605136436597111e-05	4.815795810257645e-05	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptococcaceae;g__Peptococcus	0.0	0.0	0.0	6.575378495224631e-05	0.0	2.0482247694552337e-06	0.0	1.8532933021980055e-05	0.0	0.0	0.0	0.0	0.0	1.7476406850751487e-05	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptococcaceae;g__rc4-4	0.0	0.0	0.0	0.00018082290861867737	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptostreptococcaceae;g__	0.00039786039520799257	0.0002771211997717825	5.852859121680941e-05	0.03235086219650518	1.709927841045108e-05	0.0033160759017480225	0.0004396424241616818	0.000667185588791282	0.0021345452041589205	1.5139357788442615e-05	0.0006741573033707865	0.007079219841078737	0.00016390755613833797	0.01758126529185599	0.004918032786885246
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptostreptococcaceae;g__Clostridium	0.0	0.0	0.0	0.0	0.0	1.3654831796368224e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptostreptococcaceae;g__Filifactor	0.0	0.0	0.0	0.0	0.0	2.730966359273645e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptostreptococcaceae;g__Peptostreptococcus	0.0	0.0	1.9509530405603142e-05	0.0002136998010948005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptostreptococcaceae;g__[Clostridium]	1.4735570192888614e-05	0.0	0.0	0.0003945227097134779	0.0	2.4578697233462806e-05	0.0	0.0	2.7542518763340914e-05	0.0	0.0	1.6052652700858813e-05	0.0	3.4952813701502974e-05	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__	0.032506667845512226	0.11003341755644316	0.017695144077882044	0.12726645077507312	0.10687049006531936	0.008704272528594927	0.08644968758742888	0.08910634196968026	0.023906906286579932	0.04995988070186059	0.06916532905296946	0.04538084918532792	0.034059990165546616	0.021216357916812298	0.06998304126625213
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Anaerotruncus	1.4735570192888614e-05	3.2602494090797936e-05	0.0	6.575378495224631e-05	1.709927841045108e-05	0.0006547491846358562	0.0	9.26646651099003e-05	0.0	6.055743115377046e-05	8.025682182985554e-05	0.00014447387430772938	0.0014259957384035403	8.738203425375743e-05	0.00024495948746938007
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Butyricicoccus	0.0	0.0	0.0	0.0	0.0	7.578431646984365e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Clostridium	0.0	0.0	0.0	3.2876892476123164e-05	0.0	0.00011947977821822195	0.0	1.8532933021980055e-05	0.0	1.5139357788442615e-05	3.2102728731942213e-05	0.0	0.0002294705785936732	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Faecalibacterium	0.0370010167543433	0.1014752628576086	0.018377977642078144	0.040553646869297896	0.13838446017578065	4.369546174837832e-05	0.06955676050145884	0.08050706104748137	0.03653515113957171	0.06193511271251871	0.06301765650080256	0.025154506782245768	0.0017046385838387149	0.0017476406850751485	5.652911249293386e-05
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Oscillospira	0.0050985072867394616	0.004205721737712937	0.0027508437871900425	0.004915095425180411	0.003864436920761944	0.011911792517561826	0.0030508519737280342	0.005281885911264315	0.0013358121600220338	0.012141764946330971	0.0073836276083467075	0.009198169997592105	0.02491394853302736	0.005819643481300246	0.003580177124552477
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Ruminococcus	0.013394633305335742	0.016464259515852963	0.0005462668513568879	0.032531685105123866	0.003522451352552923	0.01152331255295515	0.1122153981428438	0.014400088958078504	0.003332644770364249	0.003330658713457375	0.012776886035312999	0.09528854643229794	0.026143255204064898	0.0018350227193289054	0.03342754852082156
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Syntrophomonadaceae;g__Syntrophomonas	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Veillonellaceae;g__	0.00036838925482221536	1.6301247045398968e-05	1.9509530405603142e-05	0.0	1.709927841045108e-05	1.7751281335278692e-05	0.0	0.0	0.0	0.0	3.2102728731942213e-05	4.815795810257645e-05	0.0	0.0	9.42151874882231e-05
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Veillonellaceae;g__Acidaminococcus	0.0017535328529537449	0.00016301247045398973	1.9509530405603142e-05	0.001972613548567389	8.54963920522554e-05	0.040599911380141636	0.0001731924701242989	0.00012973053115386042	0.006073125387316671	1.5139357788442615e-05	0.010465489566613162	8.026326350429408e-05	0.0001147352892968366	0.00017476406850751484	1.884303749764462e-05
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Veillonellaceae;g__Dialister	0.04598971457200536	0.00032602494090797947	0.0	0.0007068531882366479	1.709927841045108e-05	3.4137079490920563e-06	0.003663686868014015	0.010971496349012195	0.02135922330097088	0.0	0.0003852327447833065	0.0005297375391283409	0.00029503360104900835	0.00020971688220901784	0.034162426983229695
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Veillonellaceae;g__Megamonas	0.00017682684231466338	0.0001304099763631918	0.0	0.0001479460161425542	0.0	0.0	0.0002930949494411212	0.00014826346417584046	0.00022034015010672725	0.0	0.01449438202247191	3.2105305401717626e-05	3.2781511227667604e-05	3.4952813701502974e-05	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Veillonellaceae;g__Megasphaera	0.030355274597350542	0.0008150623522699485	7.803812162241255e-05	0.0018246675324248356	6.839711364180432e-05	0.08602202660917073	0.0007860273644102796	0.0007227843878572222	0.032940852440955716	1.5139357788442615e-05	0.05410914927768861	0.0006260534553334939	0.0005245041796426817	0.047378538972387266	0.00013190126248351233
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Veillonellaceae;g__Mitsuokella	0.013763022560157965	0.0021028608688564675	0.0	0.00011506912366643102	0.0	0.0	5.3289990807476596e-05	0.00011119759813188037	1.3771259381670453e-05	0.0	0.00016051364365971107	6.421061080343527e-05	1.6390755613833802e-05	1.7476406850751487e-05	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Veillonellaceae;g__Pectinatus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.815409309791333e-05	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Veillonellaceae;g__Phascolarctobacterium	0.00039786039520799257	0.010970739261553508	0.009735255672395964	0.0002958920322851084	0.0037447419718887867	0.0017703489423991398	0.018691464275722408	0.0005559879906594017	0.000426909040831784	0.011642166139312371	0.011059390048154092	0.006533429649249539	9.834453368300278e-05	0.00013981125480601192	0.0
